rank,site,kind,theorems_dominated,area,eligible,chain_length,chain,constant_alone
1224,Int.units_sq,theorem,19,Int,true,1,Int.units_sq,
1225,Finset.coe_empty,theorem,19,finsets,true,1,Finset.coe_empty,
1226,AlgEquiv.ofBijective,definition,19,AlgEquiv,true,1,AlgEquiv.ofBijective,
1227,Topology.IsInducing.continuous_iff,theorem,19,Topology,true,1,Topology.IsInducing.continuous_iff,
1228,List.replace_toArray,theorem,19,lists,true,1,List.replace_toArray,
1229,AddSubmonoid.multiples,definition,19,AddSubmonoid,true,1,AddSubmonoid.multiples,
1230,Module.IsTorsionFree.to_faithfulSMul,theorem,19,Module,true,1,Module.IsTorsionFree.to_faithfulSMul,
1231,Finsupp.equivMapDomain,definition,19,Finsupp,true,1,Finsupp.equivMapDomain,
1232,Int.neg_modEq_neg,theorem,19,Int,true,1,Int.neg_modEq_neg,
1233,String.Slice.Pos.next,definition,19,strings,true,1,String.Slice.Pos.next,
1234,Set.subset_iInter_iff,theorem,19,sets,true,1,Set.subset_iInter_iff,
1235,Std.DTreeMap.Internal.Impl.WF.insertIfNew!,theorem,19,Std: other,true,1,Std.DTreeMap.Internal.Impl.WF.insertIfNew!,
1236,small_of_injective,theorem,19,order / root namespace,true,1,small_of_injective,
1237,Std.DHashMap.Internal.Raw₀.wf_map₀,theorem,19,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.wf_map₀,
1238,Finset.instSProd,definition,19,finsets,true,1,Finset.instSProd,
1239,Homeomorph.map_nhds_eq,theorem,19,Homeomorph,true,1,Homeomorph.map_nhds_eq,
1240,DirectLimit.instGroupWithZero,definition,19,DirectLimit,true,1,DirectLimit.instGroupWithZero,
1241,ContinuousMap.instMul,definition,19,ContinuousMap,true,1,ContinuousMap.instMul,
1242,Subtype.fintype,definition,19,Subtype,true,1,Subtype.fintype,
1243,MeasureTheory.VectorMeasure.instFunLikeSet,definition,19,measure theory,true,1,MeasureTheory.VectorMeasure.instFunLikeSet,
1244,Set.addSemigroup,definition,19,sets,true,1,Set.addSemigroup,
1245,Int.Linear.eq_le_subst_nonneg,theorem,19,Int,true,1,Int.Linear.eq_le_subst_nonneg,
1246,QuotientGroup.rightRel,definition,19,QuotientGroup,true,1,QuotientGroup.rightRel,
1247,Field.instIsLocalRing,theorem,19,Field,true,1,Field.instIsLocalRing,
1248,add_pow_expChar_pow,theorem,19,order / root namespace,true,1,add_pow_expChar_pow,
1249,Real.semiring,definition,19,Real,true,1,Real.semiring,
1250,Submodule.instSMul,definition,19,Submodule,true,1,Submodule.instSMul,
1251,DenselyNormedField.toNontriviallyNormedField,definition,19,DenselyNormedField,true,1,DenselyNormedField.toNontriviallyNormedField,
1252,HomogeneousSubmodule.setLike._proof_1,theorem,18,HomogeneousSubmodule,true,1,HomogeneousSubmodule.setLike._proof_1,
1253,_private.Mathlib.Order.RelClasses.0.instTrichotomousLt._proof_1,theorem,18,order / root namespace,true,1,_private.Mathlib.Order.RelClasses.0.instTrichotomousLt._proof_1,
1254,Action.instSubHom._proof_1,theorem,18,Action,true,1,Action.instSubHom._proof_1,
1255,_private.Mathlib.CategoryTheory.ComposableArrows.Basic.0.CategoryTheory.ComposableArrows.obj'._proof_1,theorem,18,order / root namespace,true,1,_private.Mathlib.CategoryTheory.ComposableArrows.Basic.0.CategoryTheory.ComposableArrows.obj'._proof_1,
1256,List.reverse_rotate,theorem,18,lists,true,1,List.reverse_rotate,
1257,Sum.instTrichotomousLex_mathlib,theorem,18,Sum,true,1,Sum.instTrichotomousLex_mathlib,
1258,_private.Mathlib.LinearAlgebra.Span.Defs.0.Submodule.mem_span_pair._simp_1_1,theorem,18,order / root namespace,true,1,_private.Mathlib.LinearAlgebra.Span.Defs.0.Submodule.mem_span_pair._simp_1_1,
1259,Inseparable.add,theorem,18,Inseparable,true,1,Inseparable.add,
1260,hasCompactSupport_iff_eventuallyEq,theorem,18,order / root namespace,true,1,hasCompactSupport_iff_eventuallyEq,
1261,Std.DTreeMap.Internal.Impl.Const.mem_toList_iff_getKey?_eq_some_and_get?_eq_some,theorem,18,Std: other,true,1,Std.DTreeMap.Internal.Impl.Const.mem_toList_iff_getKey?_eq_some_and_get?_eq_some,
1262,MonotoneOn._to_dual_cast_4,theorem,18,MonotoneOn,true,1,MonotoneOn._to_dual_cast_4,
1263,continuousOn_iff',theorem,18,order / root namespace,true,1,continuousOn_iff',
1264,Topology.ContinuousGeneratedBy.comp,theorem,18,Topology,true,1,Topology.ContinuousGeneratedBy.comp,
1265,Stream'.Seq.zipWith._proof_1,theorem,18,Stream',true,1,Stream'.Seq.zipWith._proof_1,
1266,Std.DTreeMap.Internal.Impl.Const.mem_toList_iff_get?_eq_some,theorem,18,Std: other,true,1,Std.DTreeMap.Internal.Impl.Const.mem_toList_iff_get?_eq_some,
1267,_private.Mathlib.Combinatorics.Graph.Basic.0.Graph.banana._proof_7,theorem,18,order / root namespace,true,1,_private.Mathlib.Combinatorics.Graph.Basic.0.Graph.banana._proof_7,
1268,Multiset.eq_zero_of_subset_zero,theorem,18,multisets,true,1,Multiset.eq_zero_of_subset_zero,
1269,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_74,theorem,18,lists,true,1,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_74,
1270,Function.Embedding.equivOfSurjective,definition,18,Function,true,1,Function.Embedding.equivOfSurjective,
1271,Std.PRange.UpwardEnumerable.isSome_least?,theorem,18,Std: other,true,1,Std.PRange.UpwardEnumerable.isSome_least?,
1272,HahnSeries.instZero._proof_1,theorem,18,HahnSeries,true,1,HahnSeries.instZero._proof_1,
1273,List.isChain_iff_getElem,theorem,18,lists,true,1,List.isChain_iff_getElem,
1274,wbtw_const_vsub_iff,theorem,18,order / root namespace,true,1,wbtw_const_vsub_iff,
1275,_private.Init.Data.Nat.Lemmas.0.Nat.add_eq_right._proof_1_1,theorem,18,order / root namespace,true,1,_private.Init.Data.Nat.Lemmas.0.Nat.add_eq_right._proof_1_1,
1276,_private.Batteries.Data.List.Lemmas.0.List.isChain_of_isChain_cons._proof_1_1,theorem,18,lists,true,1,_private.Batteries.Data.List.Lemmas.0.List.isChain_of_isChain_cons._proof_1_1,
1277,Convexity.StdSimplex.duple,definition,18,Convexity,true,1,Convexity.StdSimplex.duple,
1278,RelIso.IsWellOrder.preimage,theorem,18,RelIso,true,1,RelIso.IsWellOrder.preimage,
1279,Filter.disjoint_principal_right,theorem,18,filters,true,1,Filter.disjoint_principal_right,
1280,Std.DHashMap.Const.contains_alter,theorem,18,Std: hash maps,true,1,Std.DHashMap.Const.contains_alter,
1281,Std.Iter.forIn'_eq_match_step,theorem,18,Std: other,true,1,Std.Iter.forIn'_eq_match_step,
1282,CompleteLinearOrder.toCompletelyDistribLattice._proof_7,theorem,18,CompleteLinearOrder,true,1,CompleteLinearOrder.toCompletelyDistribLattice._proof_7,
1283,Std.DHashMap.Internal.Raw₀.size_alter,theorem,18,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.size_alter,
1284,Filter.HasBasis.inf_principal,theorem,18,filters,true,1,Filter.HasBasis.inf_principal,
1285,Int.add_mul_fdiv_left,theorem,18,Int,true,1,Int.add_mul_fdiv_left,
1286,Pi.mulSingle_one,theorem,18,Pi,true,1,Pi.mulSingle_one,
1287,_private.Mathlib.Data.Finset.Insert.0.Finset.subset_singleton_iff._proof_1_1,theorem,18,order / root namespace,true,1,_private.Mathlib.Data.Finset.Insert.0.Finset.subset_singleton_iff._proof_1_1,
1288,_private.Mathlib.Data.Prod.Lex.0.Prod.Lex.instPreorder._proof_1,theorem,18,order / root namespace,true,1,_private.Mathlib.Data.Prod.Lex.0.Prod.Lex.instPreorder._proof_1,
1289,continuous_zpow,theorem,18,order / root namespace,true,1,continuous_zpow,
1290,PseudoMetricSpace.induced,definition,18,PseudoMetricSpace,true,1,PseudoMetricSpace.induced,
1291,FirstOrder.Language.Formula.realize_inf,theorem,18,FirstOrder,true,1,FirstOrder.Language.Formula.realize_inf,
1292,SetRel.core_mono,theorem,18,SetRel,false,1,SetRel.core_mono,
1293,compl_involutive,theorem,18,order / root namespace,true,1,compl_involutive,
1294,Valuation.map_neg,theorem,18,Valuation,true,1,Valuation.map_neg,
1295,ZMod.natCast_eq_natCast_iff,theorem,18,ZMod,true,1,ZMod.natCast_eq_natCast_iff,
1296,Nat.prime_iff,theorem,18,Nat,true,1,Nat.prime_iff,
1297,Finite.injective_iff_surjective,theorem,18,Finite,true,1,Finite.injective_iff_surjective,
1298,map_div,theorem,18,order / root namespace,true,1,map_div,
1299,Function.Injective.hasLeftInverse,theorem,18,Function,true,1,Function.Injective.hasLeftInverse,
1300,Subgroup.upperCentralSeriesAux,definition,18,Subgroup,true,2,Subgroup.upperCentralSeriesAux._f > Subgroup.upperCentralSeriesAux,
1301,List.countP_eq_zero,theorem,18,lists,true,1,List.countP_eq_zero,
1302,List.getElem_rotate,theorem,18,lists,true,1,List.getElem_rotate,
1303,IsLeftCancelMul.mulLeftReflectLE_of_mulLeftReflectLT,theorem,18,IsLeftCancelMul,true,1,IsLeftCancelMul.mulLeftReflectLE_of_mulLeftReflectLT,
1304,CliffordAlgebra.ι_mul_ι_add_swap,theorem,18,CliffordAlgebra,true,1,CliffordAlgebra.ι_mul_ι_add_swap,
1305,Algebra.Extension.baseChange,definition,18,Algebra,true,1,Algebra.Extension.baseChange,
1306,List.take_eq_take_iff._simp_1,theorem,18,lists,true,1,List.take_eq_take_iff._simp_1,
1307,CategoryTheory.Subgroupoid.coe,definition,18,category theory,true,1,CategoryTheory.Subgroupoid.coe,
1308,Set.image2_swap,theorem,18,sets,true,1,Set.image2_swap,
1309,_private.Mathlib.Data.Finset.Empty.0.Finset.eq_empty_iff_forall_notMem._proof_1_1,theorem,18,order / root namespace,true,1,_private.Mathlib.Data.Finset.Empty.0.Finset.eq_empty_iff_forall_notMem._proof_1_1,
1310,List.sortedLE_iff_pairwise,theorem,18,lists,true,1,List.sortedLE_iff_pairwise,
1311,Int.cast_strictMono,theorem,18,Int,true,1,Int.cast_strictMono,
1312,Module.Finite.of_surjective,theorem,18,Module,true,1,Module.Finite.of_surjective,
1313,Set.not_disjoint_iff_nonempty_inter,theorem,18,sets,true,1,Set.not_disjoint_iff_nonempty_inter,
1314,AddCommMonoid.addTorsion,definition,18,AddCommMonoid,true,1,AddCommMonoid.addTorsion,
1315,DirectLimit.instDivisionSemiring,definition,18,DirectLimit,true,1,DirectLimit.instDivisionSemiring,
1316,Matrix.nonUnitalSemiring,definition,18,Matrix,true,1,Matrix.nonUnitalSemiring,
1317,SimpleGraph.sdiff,definition,18,SimpleGraph,true,1,SimpleGraph.sdiff,
1318,CommMonoid.torsion,definition,18,CommMonoid,true,1,CommMonoid.torsion,
1319,Perfection.instCommSemiring,definition,18,Perfection,true,1,Perfection.instCommSemiring,
1320,Filter.Tendsto.add,theorem,18,filters,true,1,Filter.Tendsto.add,
1321,Set.compl_subset_compl,theorem,18,sets,true,1,Set.compl_subset_compl,
1322,Subgroup.center,definition,18,Subgroup,true,1,Subgroup.center,
1323,Lean.FVarIdSet,definition,18,Lean,true,1,Lean.FVarIdSet,
1324,Equiv.piCongrLeft,definition,18,Equiv,true,1,Equiv.piCongrLeft,
1325,CategoryTheory.Iso.map_inv_hom_id,theorem,18,category theory,true,1,CategoryTheory.Iso.map_inv_hom_id,
1326,abs_eq_zero,theorem,18,order / root namespace,true,1,abs_eq_zero,
1327,CategoryTheory.Functor.mapGrp,definition,18,category theory,true,1,CategoryTheory.Functor.mapGrp,
1328,AffineSubspace.toAddTorsor,definition,18,AffineSubspace,true,1,AffineSubspace.toAddTorsor,
1329,Lean.Grind.AC.Seq.denote_erase0,theorem,18,Lean,true,1,Lean.Grind.AC.Seq.denote_erase0,
1330,Matroid.dual,definition,18,Matroid,true,1,Matroid.dual,
1331,Continuous.measurable,theorem,18,Continuous,true,1,Continuous.measurable,
1332,Module.Basis.instFunLike,definition,18,Module,true,1,Module.Basis.instFunLike,
1333,ComplexShape.next,definition,18,ComplexShape,true,1,ComplexShape.next,
1334,ContinuousSMul.continuousConstSMul,theorem,18,ContinuousSMul,true,1,ContinuousSMul.continuousConstSMul,
1335,AffineIndependent,definition,18,AffineIndependent,true,1,AffineIndependent,
1336,ContinuousLinearMap.addCommGroup,definition,18,ContinuousLinearMap,true,1,ContinuousLinearMap.addCommGroup,
1337,CategoryTheory.Limits.Cone.category,definition,18,category theory,true,1,CategoryTheory.Limits.Cone.category,
1338,Prod.instMeasurableSpace,definition,18,Prod,true,1,Prod.instMeasurableSpace,
1339,_private.Mathlib.Data.List.Chain.0.List.isChain_append._simp_1_3,theorem,17,lists,true,1,_private.Mathlib.Data.List.Chain.0.List.isChain_append._simp_1_3,
1340,_private.Init.Data.BitVec.Lemmas.0.BitVec.toInt_eq_msb_cond._simp_1_2,theorem,17,order / root namespace,true,1,_private.Init.Data.BitVec.Lemmas.0.BitVec.toInt_eq_msb_cond._simp_1_2,
1341,Specializes.map_of_continuousAt,theorem,17,Specializes,true,1,Specializes.map_of_continuousAt,
1342,Multiset.sym2._proof_1,theorem,17,multisets,true,1,Multiset.sym2._proof_1,
1343,PartialEquiv.eqOnSourceSetoid._proof_5,theorem,17,PartialEquiv,true,1,PartialEquiv.eqOnSourceSetoid._proof_5,
1344,_private.Mathlib.Algebra.Group.Torsion.0.two_nsmul_eq_zero._proof_1_1,theorem,17,order / root namespace,true,1,_private.Mathlib.Algebra.Group.Torsion.0.two_nsmul_eq_zero._proof_1_1,
1345,List.IsRotated.reverse,theorem,17,lists,true,1,List.IsRotated.reverse,
1346,Graph.banana._proof_8,theorem,17,Graph,true,1,Graph.banana._proof_8,
1347,Class.instCompleteLattice,definition,17,Class,true,1,Class.instCompleteLattice,
1348,_private.Mathlib.Algebra.Group.Nat.Even.0.Nat.even_add_one._proof_1_1,theorem,17,order / root namespace,true,1,_private.Mathlib.Algebra.Group.Nat.Even.0.Nat.even_add_one._proof_1_1,
1349,Int.ModEq.mul_left',theorem,17,Int,true,1,Int.ModEq.mul_left',
1350,_private.Std.Data.Internal.List.Associative.0.Std.Internal.List.minKey?_eraseKey_eq_iff_beq_minKey?_eq_false._simp_1_2,theorem,17,lists,true,1,_private.Std.Data.Internal.List.Associative.0.Std.Internal.List.minKey?_eraseKey_eq_iff_beq_minKey?_eq_false._simp_1_2,
1351,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_14,theorem,17,lists,true,1,_private.Mathlib.Data.List.Pairwise.0.List.pairwise_iff_forall_infix._proof_1_14,
1352,List.isChain_of_isChain_cons,theorem,17,lists,true,1,List.isChain_of_isChain_cons,
1353,Fin.succ_predAbove_succ,theorem,17,Fin,true,1,Fin.succ_predAbove_succ,
1354,Lean.ScopedEnvExtension.State._sizeOf_1,definition,17,Lean,true,2,Lean.ScopedEnvExtension.State._sizeOf_1 > Lean.ScopedEnvExtension.State._sizeOf_inst,
1355,Std.DTreeMap.Internal.Impl.isSome_maxKey?_eq_not_isEmpty,theorem,17,Std: other,true,1,Std.DTreeMap.Internal.Impl.isSome_maxKey?_eq_not_isEmpty,
1356,OrderIso.tendsto_atBot_iff,theorem,17,OrderIso,true,1,OrderIso.tendsto_atBot_iff,
1357,wbtw_swap_left_iff,theorem,17,order / root namespace,true,1,wbtw_swap_left_iff,
1358,Array.scanrM_eq_scanrM_toList,theorem,17,arrays,true,1,Array.scanrM_eq_scanrM_toList,
1359,List.filter_replicate,theorem,17,lists,true,1,List.filter_replicate,
1360,Finset.subset_singleton_iff,theorem,17,finsets,true,1,Finset.subset_singleton_iff,
1361,Derivation.instLieRing._proof_4,theorem,17,Derivation,true,1,Derivation.instLieRing._proof_4,
1362,ContinuousLinearMap.toSpanSingleton._proof_1,theorem,17,ContinuousLinearMap,true,1,ContinuousLinearMap.toSpanSingleton._proof_1,
1363,Action.instSubHom,definition,17,Action,true,1,Action.instSubHom,
1364,Topology.ContinuousMapGeneratedBy.comp._proof_1,theorem,17,Topology,true,1,Topology.ContinuousMapGeneratedBy.comp._proof_1,
1365,normalize_eq_normalize_iff_associated,theorem,17,order / root namespace,true,1,normalize_eq_normalize_iff_associated,
1366,Set.Subsingleton.eq_empty_or_singleton,theorem,17,sets,true,1,Set.Subsingleton.eq_empty_or_singleton,
1367,Std.DTreeMap.Internal.Impl.Equiv.constToList_eq,theorem,17,Std: other,true,1,Std.DTreeMap.Internal.Impl.Equiv.constToList_eq,
1368,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.helper₃,theorem,17,strings,true,1,_private.Init.Data.String.Decode.0.ByteArray.utf8DecodeChar?.helper₃,
1369,diagonal_dotProduct,theorem,17,order / root namespace,true,1,diagonal_dotProduct,
1370,star_le_star_iff,theorem,17,order / root namespace,true,1,star_le_star_iff,
1371,Nat.add_eq_right,theorem,17,Nat,true,1,Nat.add_eq_right,
1372,Sum.instIsWellOrderLex,theorem,17,Sum,true,1,Sum.instIsWellOrderLex,
1373,Homeomorph.preimage_closure,theorem,17,Homeomorph,true,1,Homeomorph.preimage_closure,
1374,Monoid.CoprodI.Word.fstIdx_ne_iff,theorem,17,Monoid,true,1,Monoid.CoprodI.Word.fstIdx_ne_iff,
1375,Prod.Lex.instPreorder._proof_2,theorem,17,Prod,true,1,Prod.Lex.instPreorder._proof_2,
1376,Std.Internal.List.minKey?_eq_some_iff_mem_and_forall,theorem,17,Std: other,true,1,Std.Internal.List.minKey?_eq_some_iff_mem_and_forall,
1377,Std.Iter.forIn_eq_match_step,theorem,17,Std: other,true,1,Std.Iter.forIn_eq_match_step,
1378,IncidenceAlgebra.instSmulZeroClassRight._proof_2,theorem,17,IncidenceAlgebra,true,1,IncidenceAlgebra.instSmulZeroClassRight._proof_2,
1379,ByteArray.utf8DecodeChar?.assemble₁,definition,17,ByteArray,true,1,ByteArray.utf8DecodeChar?.assemble₁,
1380,Std.PRange.UpwardEnumerable.le_trans,theorem,17,Std: other,true,1,Std.PRange.UpwardEnumerable.le_trans,
1381,Pi.instAddTorsor,definition,17,Pi,true,1,Pi.instAddTorsor,
1382,Equiv.subtypeQuotientEquivQuotientSubtype,definition,17,Equiv,true,1,Equiv.subtypeQuotientEquivQuotientSubtype,
1383,Submodule.mem_span_pair,theorem,17,Submodule,true,1,Submodule.mem_span_pair,
1384,Function.Surjective.hasRightInverse,theorem,17,Function,true,1,Function.Surjective.hasRightInverse,
1385,Order.lt_add_one_iff,theorem,17,Order,true,1,Order.lt_add_one_iff,
1386,Order.pred_lt_iff_of_not_isMin,theorem,17,Order,true,1,Order.pred_lt_iff_of_not_isMin,
1387,IsOpen.interior_eq,theorem,17,IsOpen,true,1,IsOpen.interior_eq,
1388,ContinuousAt.continuousWithinAt,theorem,17,ContinuousAt,true,1,ContinuousAt.continuousWithinAt,
1389,Int.cast_lt,theorem,17,Int,true,1,Int.cast_lt,
1390,PartialEquiv.refl,definition,17,PartialEquiv,true,1,PartialEquiv.refl,
1391,Finset.eq_empty_iff_forall_notMem,theorem,17,finsets,true,1,Finset.eq_empty_iff_forall_notMem,
1392,IsCompact.isClosed,theorem,17,IsCompact,true,1,IsCompact.isClosed,
1393,Set.sUnion_subset,theorem,17,sets,true,1,Set.sUnion_subset,
1394,IsClosed.preimage,theorem,17,IsClosed,true,1,IsClosed.preimage,
1395,instTrichotomousLt,theorem,17,order / root namespace,true,1,instTrichotomousLt,
1396,CategoryTheory.Limits.initial,definition,17,category theory,true,1,CategoryTheory.Limits.initial,
1397,VectorBundleCore.Fiber,definition,17,VectorBundleCore,true,1,VectorBundleCore.Fiber,
1398,_private.Mathlib.Data.Finset.Insert.0.Finset.insert_subset_iff._proof_1_1,theorem,17,order / root namespace,true,1,_private.Mathlib.Data.Finset.Insert.0.Finset.insert_subset_iff._proof_1_1,
1399,HomotopicalAlgebra.trivialFibrations,definition,17,HomotopicalAlgebra,true,1,HomotopicalAlgebra.trivialFibrations,
1400,Nat.find_eq_iff,theorem,17,Nat,true,1,Nat.find_eq_iff,
1401,Primcodable.prod,definition,17,Primcodable,true,1,Primcodable.prod,
1402,CategoryTheory.categoryForgetEnrichment,definition,17,category theory,true,1,CategoryTheory.categoryForgetEnrichment,
1403,HomotopicalAlgebra.trivialCofibrations,definition,17,HomotopicalAlgebra,true,1,HomotopicalAlgebra.trivialCofibrations,
1404,Subgroup.index,definition,17,Subgroup,true,1,Subgroup.index,
1405,iterateFrobenius,definition,17,order / root namespace,true,1,iterateFrobenius,
1406,CategoryTheory.Limits.Cofan.mk,definition,17,category theory,true,1,CategoryTheory.Limits.Cofan.mk,
1407,ComplexShape.prev,definition,17,ComplexShape,true,1,ComplexShape.prev,
1408,WithZero.instMonoidWithZero,definition,17,WithZero,true,1,WithZero.instMonoidWithZero,
1409,String.Slice.Pattern.CharPred.instForwardPatternForallCharBool,definition,17,strings,true,1,String.Slice.Pattern.CharPred.instForwardPatternForallCharBool,
1410,Stream'.Seq.zipWith,definition,17,Stream',true,1,Stream'.Seq.zipWith,
1411,subsingleton_or_nontrivial,theorem,17,order / root namespace,true,1,subsingleton_or_nontrivial,
1412,Std.Time.Millisecond.Offset,definition,17,Std: other,true,1,Std.Time.Millisecond.Offset,
1413,CategoryTheory.inv,definition,17,category theory,true,1,CategoryTheory.inv,
1414,Finsupp.instAddCommGroup,definition,17,Finsupp,true,1,Finsupp.instAddCommGroup,
1415,ProofWidgets.Html._sizeOf_1,definition,17,ProofWidgets,true,2,ProofWidgets.Html._sizeOf_1 > ProofWidgets.Html._sizeOf_inst,
1416,HomogeneousSubmodule.setLike,definition,17,HomogeneousSubmodule,true,1,HomogeneousSubmodule.setLike,
1417,Submodule.seminormedAddCommGroup,definition,17,Submodule,true,1,Submodule.seminormedAddCommGroup,
1418,RootPairing.pairingIn,definition,17,RootPairing,true,1,RootPairing.pairingIn,
1419,AList.perm_lookup,theorem,17,lists,true,1,AList.perm_lookup,
1420,CompleteLinearOrder.toCompletelyDistribLattice,definition,17,CompleteLinearOrder,true,1,CompleteLinearOrder.toCompletelyDistribLattice,
1421,CategoryTheory.ComposableArrows.obj'._proof_2,theorem,17,category theory,true,1,CategoryTheory.ComposableArrows.obj'._proof_2,
1422,two_nsmul_eq_zero,theorem,16,order / root namespace,true,1,two_nsmul_eq_zero,
1423,Matrix.submatrix_mul,theorem,16,Matrix,true,1,Matrix.submatrix_mul,
1424,CategoryTheory.isIsomorphicSetoid._proof_1,theorem,16,category theory,true,1,CategoryTheory.isIsomorphicSetoid._proof_1,
1425,MulMemClass.mul_mem_add_closure,theorem,16,MulMemClass,true,1,MulMemClass.mul_mem_add_closure,
1426,_private.Mathlib.Data.Finset.Insert.0.Finset.coe_eq_singleton._proof_1_1,theorem,16,order / root namespace,true,1,_private.Mathlib.Data.Finset.Insert.0.Finset.coe_eq_singleton._proof_1_1,
1427,ContinuousMap.instAdd._proof_1,theorem,16,ContinuousMap,true,1,ContinuousMap.instAdd._proof_1,
1428,LinearIsometry.comp._proof_1,theorem,16,LinearIsometry,true,1,LinearIsometry.comp._proof_1,
1429,_private.Mathlib.Algebra.Group.Int.Units.0.Int.isUnit_iff_natAbs_eq._simp_1_2,theorem,16,order / root namespace,true,1,_private.Mathlib.Algebra.Group.Int.Units.0.Int.isUnit_iff_natAbs_eq._simp_1_2,
1430,nonneg_add_self_iff,theorem,16,order / root namespace,true,1,nonneg_add_self_iff,
1431,_private.Mathlib.Data.PFun.0.PFun.mem_fix_iff._proof_1_12,theorem,16,order / root namespace,true,1,_private.Mathlib.Data.PFun.0.PFun.mem_fix_iff._proof_1_12,
1432,String.Slice.Pos.le_startPos,theorem,16,strings,true,1,String.Slice.Pos.le_startPos,
1433,_private.Mathlib.Data.Set.Image.0.Set.image_empty._proof_1_1,theorem,16,sets,true,1,_private.Mathlib.Data.Set.Image.0.Set.image_empty._proof_1_1,
1434,Int.mul_tmod_right,theorem,16,Int,true,1,Int.mul_tmod_right,
1435,Nat.div_le_iff_le_mul,theorem,16,Nat,true,1,Nat.div_le_iff_le_mul,
1436,Lean.ScopedEnvExtension.StateStack._sizeOf_1,definition,16,Lean,true,2,Lean.ScopedEnvExtension.StateStack._sizeOf_1 > Lean.ScopedEnvExtension.StateStack._sizeOf_inst,
1437,List.beq_toArray,theorem,16,lists,true,1,List.beq_toArray,
1438,_private.Mathlib.Data.List.Sort.0.List.sortedLT_iff_pairwise._proof_1_6,theorem,16,lists,true,1,_private.Mathlib.Data.List.Sort.0.List.sortedLT_iff_pairwise._proof_1_6,
1439,Std.DTreeMap.Internal.Impl.balance!_desc,theorem,16,Std: other,true,1,Std.DTreeMap.Internal.Impl.balance!_desc,
1440,isGLB_image2_of_isGLB_isGLB,theorem,16,order / root namespace,true,1,isGLB_image2_of_isGLB_isGLB,
1441,Std.DTreeMap.Internal.Impl.find?_toList_eq_none_iff_contains_eq_false,theorem,16,Std: other,true,1,Std.DTreeMap.Internal.Impl.find?_toList_eq_none_iff_contains_eq_false,
1442,Dioph.DiophList.forall,theorem,16,lists,true,1,Dioph.DiophList.forall,
1443,_private.Mathlib.Topology.Semicontinuity.Defs.0.semicontinuousOn_univ_iff._simp_1_3,theorem,16,order / root namespace,true,1,_private.Mathlib.Topology.Semicontinuity.Defs.0.semicontinuousOn_univ_iff._simp_1_3,
1444,Std.Internal.List.getKey?_minKey?,theorem,16,Std: other,true,1,Std.Internal.List.getKey?_minKey?,
1445,_private.Mathlib.Data.Set.Insert.0.Set.forall_insert_of_forall._proof_1_1,theorem,16,order / root namespace,true,1,_private.Mathlib.Data.Set.Insert.0.Set.forall_insert_of_forall._proof_1_1,
1446,Std.HashMap.equiv_emptyWithCapacity_iff_isEmpty,theorem,16,Std: other,true,1,Std.HashMap.equiv_emptyWithCapacity_iff_isEmpty,
1447,List.isChain_append,theorem,16,lists,true,2,List.isChain_append._f > List.isChain_append,
1448,BitVec.toInt_eq_msb_cond,theorem,16,BitVec,true,1,BitVec.toInt_eq_msb_cond,
1449,BitVec.toNat_toInt_of_sle,theorem,16,BitVec,true,1,BitVec.toNat_toInt_of_sle,
1450,Multiset.filter_eq_nil,theorem,16,multisets,true,1,Multiset.filter_eq_nil,
1451,Std.DHashMap.Internal.Raw₀.Equiv.union_congr,theorem,16,Std: hash maps,true,1,Std.DHashMap.Internal.Raw₀.Equiv.union_congr,
1452,Order.pred_succ_iterate_of_not_isMax,theorem,16,Order,true,1,Order.pred_succ_iterate_of_not_isMax,
1453,String.Slice.Pos.endPos_le,theorem,16,strings,true,1,String.Slice.Pos.endPos_le,
1454,PosNum.divMod_to_nat,theorem,16,PosNum,true,1,PosNum.divMod_to_nat,
1455,CategoryTheory.StrictlyUnitaryPseudofunctor.id,definition,16,category theory,true,1,CategoryTheory.StrictlyUnitaryPseudofunctor.id,
1456,CategoryTheory.Limits.IsZero.iso,definition,16,category theory,true,1,CategoryTheory.Limits.IsZero.iso,
1457,CategoryTheory.PreOneHypercover.Hom.ext'_iff,theorem,16,category theory,true,1,CategoryTheory.PreOneHypercover.Hom.ext'_iff,
1458,Ideal.mem_iInf,theorem,16,Ideal,true,1,Ideal.mem_iInf,
1459,LinearOrderedAddCommGroupWithTop.top_ne_zero,theorem,16,LinearOrderedAddCommGroupWithTop,true,1,LinearOrderedAddCommGroupWithTop.top_ne_zero,
1460,Topology.ContinuousMapGeneratedBy.comp,definition,16,Topology,true,1,Topology.ContinuousMapGeneratedBy.comp,
1461,Std.DHashMap.Raw.Const.contains_alter,theorem,16,Std: hash maps,true,1,Std.DHashMap.Raw.Const.contains_alter,
1462,Nat.mul_lt_mul_right,theorem,16,Nat,true,1,Nat.mul_lt_mul_right,
